,carat,cut,color,clarity,depth,table,price,x,y,z
22452,0.3,Ideal,5,2,62.9,57.0,675,4.32,4.27,2.7
22453,0.3,Premium,5,2,61.7,56.0,675,4.29,4.27,2.64
22454,0.3,Premium,5,2,62.1,60.0,675,4.29,4.27,2.66
22455,0.3,Ideal,5,2,62.9,57.0,675,4.3,4.25,2.69
22456,0.3,Ideal,5,2,62.9,56.0,675,4.3,4.25,2.69
22457,0.3,Very Good,5,2,63.2,57.0,675,4.3,4.25,2.7
22458,0.3,Ideal,5,2,62.9,56.0,675,4.31,4.24,2.69
22459,0.3,Good,5,2,63.8,55.0,675,4.28,4.25,2.72
22460,0.3,Premium,5,2,62.5,60.0,675,4.27,4.24,2.66
22461,0.3,Good,5,2,63.7,58.0,675,4.27,4.24,2.71
22462,0.3,Premium,5,2,61.3,60.0,675,4.28,4.24,2.61
22463,0.3,Good,5,2,63.6,57.0,675,4.24,4.22,2.69
22464,0.3,Very Good,5,2,63.4,56.0,675,4.25,4.23,2.69
22465,0.24,Premium,2,6,60.8,59.0,432,4.0,4.02,2.44
22466,0.24,Very Good,3,6,62.3,59.0,432,3.92,3.95,2.45
22467,0.31,Very Good,3,1,61.7,55.0,433,4.37,4.4,2.71
22468,0.33,Ideal,2,1,61.1,57.0,433,4.46,4.48,2.73
22469,0.33,Ideal,2,1,61.3,55.0,433,4.48,4.49,2.75
22470,0.33,Ideal,2,1,61.4,55.0,433,4.47,4.49,2.75
22471,0.23,Very Good,2,6,61.6,56.0,434,3.94,3.97,2.43
22472,0.28,Very Good,5,4,62.8,60.0,434,4.16,4.21,2.63
22473,0.26,Ideal,2,3,62.1,55.0,434,4.08,4.1,2.54
22474,0.26,Ideal,2,3,61.3,56.0,434,4.09,4.13,2.52
22475,0.26,Ideal,1,4,62.1,55.0,434,4.11,4.13,2.56
22476,0.32,Ideal,2,1,60.9,56.0,434,4.41,4.45,2.7
22477,0.32,Ideal,2,2,61.5,55.0,434,4.41,4.43,2.72
22478,0.23,Premium,2,4,59.4,61.0,434,4.05,4.0,2.39
22479,0.33,Very Good,1,2,63.0,57.0,434,4.37,4.39,2.76
22480,0.33,Premium,3,1,62.6,58.0,434,4.4,4.42,2.76
22481,0.33,Very Good,0,4,62.8,58.0,434,4.38,4.41,2.76
22482,0.33,Very Good,3,1,62.9,55.0,434,4.41,4.46,2.79
22483,0.33,Very Good,3,1,59.4,59.0,434,4.5,4.52,2.68
22484,0.33,Good,1,2,63.6,53.0,434,4.4,4.43,2.81
22485,0.33,Ideal,3,1,61.9,56.0,434,4.41,4.45,2.74
22486,0.33,Premium,4,1,62.3,58.0,434,4.4,4.43,2.75
22487,0.33,Very Good,0,4,61.5,61.0,434,4.39,4.46,2.72
22488,0.33,Premium,1,2,60.4,59.0,434,4.5,4.54,2.73
22489,0.33,Ideal,0,4,62.1,55.0,434,4.41,4.44,2.75
22490,0.33,Very Good,4,1,63.0,58.0,434,4.4,4.42,2.78
22491,0.29,Ideal,0,4,61.8,56.0,435,4.23,4.26,2.62
22492,0.31,Ideal,5,1,61.7,56.0,435,4.35,4.4,2.7
22493,0.31,Very Good,5,1,60.8,61.0,435,4.39,4.43,2.68
22494,0.31,Very Good,1,3,62.3,57.0,435,4.32,4.35,2.7
22495,0.3,Ideal,5,2,61.6,57.0,675,4.32,4.29,2.65
22496,0.3,Premium,5,2,62.3,58.0,675,4.32,4.29,2.68
22497,0.3,Premium,5,2,60.0,60.0,675,4.38,4.36,2.62
22498,0.33,Very Good,5,3,60.6,58.0,675,4.45,4.49,2.71
22499,0.32,Very Good,3,6,60.9,57.0,676,4.41,4.44,2.69
22500,0.35,Very Good,3,4,61.5,60.0,676,4.51,4.57,2.79
22501,0.35,Ideal,3,5,61.9,57.0,676,4.49,4.52,2.79
22502,0.31,Ideal,3,6,60.2,58.0,676,4.37,4.43,2.65
22503,0.32,Ideal,4,4,61.3,55.0,676,4.43,4.46,2.72
22504,0.39,Ideal,5,2,62.0,56.0,676,4.72,4.65,2.91
22505,0.36,Very Good,5,3,60.4,58.0,677,4.58,4.62,2.78
22506,0.31,Ideal,3,5,62.5,53.0,677,4.37,4.4,2.74
22507,0.31,Ideal,3,5,61.2,54.0,677,4.38,4.41,2.69
22508,0.31,Ideal,3,5,62.1,54.0,677,4.37,4.39,2.72
22509,0.4,Ideal,4,1,62.1,54.0,677,4.75,4.78,2.96
22510,0.29,Ideal,5,2,60.4,54.0,677,4.32,4.36,2.62
22511,0.39,Ideal,5,2,60.6,57.0,677,4.75,4.79,2.89
22512,0.32,Premium,5,4,61.3,58.0,677,4.36,4.39,2.68
22513,0.24,Ideal,4,5,61.0,56.0,678,4.05,4.08,2.48
22514,0.24,Ideal,4,5,61.7,55.0,678,3.99,4.02,2.47
22515,0.24,Ideal,4,5,62.0,57.0,678,3.99,4.02,2.48
22516,0.24,Ideal,4,5,62.1,56.0,678,3.96,3.99,2.46
22517,0.24,Ideal,5,5,61.4,57.0,678,4.0,4.04,2.47
22518,0.24,Ideal,5,5,61.6,56.0,678,4.01,4.04,2.48
22519,0.24,Ideal,4,6,62.0,56.0,678,3.99,4.01,2.48
22520,0.24,Ideal,4,6,60.8,55.0,678,4.03,4.06,2.46
22521,0.24,Ideal,4,6,61.8,55.0,678,4.0,4.03,2.48
22522,0.24,Ideal,5,6,60.2,57.0,678,4.02,4.07,2.44
22523,0.24,Ideal,5,6,61.4,57.0,678,3.99,4.03,2.46
22524,0.24,Ideal,4,7,62.9,55.0,678,3.96,3.98,2.5
22525,0.24,Ideal,4,7,61.6,57.0,678,3.97,4.0,2.45
22526,0.24,Ideal,4,7,61.0,57.0,678,4.04,4.07,2.47
22527,0.24,Ideal,4,7,60.7,57.0,678,3.99,4.04,2.43
22528,0.3,Good,3,6,64.0,57.0,678,4.23,4.27,2.72
22529,0.3,Good,3,5,62.6,58.0,678,4.25,4.28,2.67
22530,0.36,Ideal,3,4,62.3,57.0,678,4.55,4.57,2.84
22531,0.4,Good,4,2,63.6,59.0,678,4.64,4.67,2.96
22532,0.36,Very Good,3,4,60.6,60.0,678,4.57,4.61,2.78
22533,0.26,Very Good,4,6,60.8,58.0,679,4.11,4.18,2.52
22534,0.39,Very Good,1,3,60.1,57.0,679,4.74,4.77,2.86
22535,0.31,Very Good,4,4,61.0,57.5,679,4.37,4.39,2.67
22536,0.31,Very Good,4,4,59.7,55.0,679,4.42,4.46,2.65
22537,0.41,Very Good,4,2,62.3,60.0,679,4.73,4.78,2.96
22538,0.43,Ideal,0,4,62.1,55.0,679,4.84,4.86,3.01
22539,0.32,Ideal,3,4,62.4,56.0,679,4.37,4.38,2.73
22540,0.4,Ideal,5,1,61.8,55.2,679,4.75,4.77,2.94
22541,0.26,Good,4,6,64.0,57.0,679,4.06,4.03,2.59
22542,0.43,Premium,4,1,60.2,60.0,679,4.85,4.91,2.94
22543,0.43,Very Good,4,1,60.5,59.0,679,4.88,4.91,2.96
22544,0.3,Very Good,3,6,61.9,55.0,680,4.31,4.32,2.67
22545,0.3,Very Good,3,6,61.1,57.0,680,4.33,4.37,2.66
22546,0.38,Very Good,1,3,61.7,56.0,680,4.65,4.68,2.88
22547,0.41,Very Good,4,2,63.6,57.0,680,4.72,4.75,3.01
22548,0.41,Very Good,1,2,63.3,60.0,680,4.71,4.64,2.96
22549,0.42,Ideal,0,3,61.3,57.0,680,4.79,4.86,2.96
22550,0.38,Ideal,2,3,61.9,56.0,680,4.63,4.68,2.88
22551,0.38,Ideal,2,2,61.5,56.0,680,4.67,4.69,2.88
22552,0.38,Ideal,5,2,60.7,56.0,680,4.69,4.73,2.86
22553,0.23,Very Good,5,5,63.3,56.0,680,3.92,3.88,2.47
22554,0.23,Premium,5,5,61.8,58.0,680,3.94,3.92,2.43
22555,0.23,Premium,5,5,60.9,60.0,680,3.99,3.96,2.42
22556,0.23,Premium,5,6,61.3,60.0,680,4.01,3.95,2.44
22557,0.23,Premium,5,6,61.1,60.0,680,4.01,3.95,2.43
22558,0.23,Premium,6,5,60.4,59.0,680,4.0,3.95,2.4
22559,0.45,Good,5,1,64.1,62.0,680,4.82,4.75,3.07
22560,0.31,Very Good,5,3,62.9,56.0,680,4.29,4.33,2.71
22561,0.31,Premium,5,3,61.6,59.0,680,4.32,4.35,2.67
22562,0.31,Ideal,5,3,61.8,55.0,680,4.35,4.39,2.7
22563,0.31,Very Good,5,3,61.8,59.0,680,4.3,4.37,2.68
22564,0.31,Premium,5,3,62.7,58.0,680,4.31,4.33,2.71
22565,0.31,Premium,5,3,62.6,58.0,680,4.29,4.33,2.7
22566,0.31,Ideal,5,3,61.8,54.0,680,4.36,4.41,2.71
22567,0.31,Ideal,5,3,61.9,55.0,680,4.36,4.39,2.71
22568,0.31,Very Good,5,3,62.8,57.0,680,4.33,4.37,2.73
22569,0.31,Ideal,5,3,61.6,57.0,680,4.35,4.38,2.69
22570,0.31,Ideal,5,3,61.7,56.0,680,4.31,4.35,2.67
22571,0.31,Ideal,5,3,61.6,56.0,680,4.37,4.4,2.7
22572,0.31,Ideal,5,3,60.5,56.0,680,4.38,4.41,2.66
22573,0.31,Premium,5,3,61.0,58.0,680,4.37,4.39,2.67
22574,0.31,Ideal,5,3,61.5,55.0,680,4.37,4.41,2.7
22575,0.31,Ideal,5,3,61.7,55.0,680,4.36,4.39,2.7
22576,0.31,Ideal,5,3,62.0,56.0,680,4.34,4.37,2.7
22577,0.31,Ideal,5,3,61.8,56.0,680,4.34,4.36,2.69
22578,0.31,Ideal,4,4,62.1,56.0,680,4.32,4.35,2.69
22579,0.31,Ideal,5,3,61.6,56.0,680,4.32,4.38,2.68
22580,0.31,Premium,5,3,61.3,60.0,680,4.32,4.39,2.67
22581,0.31,Premium,5,3,60.5,60.0,680,4.34,4.36,2.63
22582,0.31,Ideal,5,3,60.8,54.0,680,4.39,4.4,2.67
22583,0.31,Premium,5,3,60.0,59.0,680,4.35,4.39,2.62
22584,0.31,Ideal,5,3,61.8,55.0,680,4.33,4.35,2.68
22585,0.31,Ideal,5,3,61.0,54.0,680,4.37,4.41,2.68
22586,0.31,Ideal,5,3,61.7,55.0,680,4.33,4.36,2.68
22587,0.31,Ideal,5,3,61.3,56.0,680,4.34,4.37,2.67
22588,0.31,Ideal,5,3,61.4,54.0,680,4.33,4.4,2.68
22589,0.31,Ideal,5,3,61.8,54.0,680,4.34,4.37,2.69
22590,0.31,Ideal,5,3,61.0,56.0,680,4.38,4.41,2.68
22591,0.31,Ideal,5,3,61.5,56.0,680,4.34,4.37,2.68
22592,0.31,Premium,5,3,60.3,58.0,680,4.37,4.42,2.65
22593,0.31,Very Good,5,3,62.9,57.0,680,4.3,4.35,2.72
22594,0.31,Very Good,5,3,62.6,56.0,680,4.3,4.33,2.7
22595,0.31,Ideal,5,3,61.4,54.0,680,4.38,4.41,2.7
22596,0.31,Ideal,5,3,61.0,56.0,680,4.34,4.38,2.66
22597,0.31,Very Good,5,3,61.6,59.0,680,4.32,4.35,2.67
22598,0.31,Very Good,5,3,61.0,59.0,680,4.33,4.39,2.66
22599,0.31,Ideal,5,3,61.8,55.0,680,4.37,4.4,2.71
22600,0.31,Ideal,5,3,62.0,55.0,680,4.33,4.35,2.69
22601,0.31,Very Good,5,3,61.7,58.0,680,4.31,4.34,2.67
22602,0.31,Ideal,5,3,60.9,57.0,680,4.34,4.36,2.65
22603,0.31,Ideal,5,3,62.4,54.0,680,4.31,4.35,2.7
22604,0.31,Ideal,4,4,60.6,56.0,680,4.39,4.42,2.67
22605,0.31,Premium,4,4,61.8,60.0,680,4.35,4.39,2.7
22606,0.31,Premium,5,3,60.8,58.0,680,4.35,4.37,2.65
22607,0.31,Ideal,5,3,62.0,55.0,680,4.34,4.37,2.7
22608,0.31,Ideal,5,3,61.9,55.0,680,4.34,4.38,2.7
22609,0.31,Premium,5,3,60.6,59.0,680,4.36,4.39,2.65
22610,0.31,Premium,5,3,61.0,59.0,680,4.35,4.37,2.66
22611,0.31,Ideal,5,3,62.3,57.0,680,4.32,4.35,2.7
22612,0.31,Ideal,5,3,61.9,55.0,680,4.34,4.39,2.7
22613,0.33,Very Good,6,3,62.5,59.0,681,4.39,4.41,2.75
22614,0.33,Very Good,3,4,61.3,57.0,681,4.47,4.49,2.75
22615,0.33,Very Good,3,4,60.8,57.0,681,4.5,4.51,2.74
22616,0.43,Very Good,4,1,61.6,59.0,681,4.8,4.84,2.97
22617,0.32,Ideal,2,6,61.6,54.9,681,4.4,4.43,2.72
22618,0.33,Ideal,6,3,61.8,54.0,681,4.43,4.47,2.75
22619,0.34,Ideal,3,4,62.0,55.0,681,4.47,4.5,2.78
22620,0.39,Good,4,3,64.3,55.0,681,4.56,4.64,2.96
22621,0.4,Good,2,2,60.2,63.0,681,4.7,4.73,2.84
22622,0.33,Ideal,5,3,59.3,58.0,681,4.53,4.51,2.68
22623,0.37,Premium,1,6,61.6,59.0,681,4.62,4.66,2.86
22624,0.37,Very Good,6,2,62.3,56.0,681,4.61,4.64,2.88
22625,0.37,Ideal,6,2,61.5,57.0,681,4.6,4.63,2.84
22626,0.37,Good,5,3,63.5,56.0,681,4.55,4.59,2.9
22627,0.37,Very Good,6,2,62.2,58.0,681,4.58,4.62,2.86
22628,0.37,Premium,6,2,61.9,59.0,681,4.62,4.65,2.87
22629,0.37,Premium,6,2,60.4,59.0,681,4.62,4.68,2.81
22630,0.37,Good,6,2,63.7,55.0,681,4.55,4.59,2.91
22631,0.37,Very Good,6,2,61.0,62.0,681,4.61,4.64,2.82
22632,0.37,Premium,1,6,62.4,58.0,681,4.55,4.58,2.85
22633,0.3,Very Good,6,4,59.7,58.0,681,4.39,4.32,2.6
22634,0.37,Premium,6,2,62.7,58.0,681,4.55,4.58,2.86
22635,0.27,Very Good,4,5,61.3,57.0,682,4.14,4.18,2.54
22636,0.27,Very Good,4,5,61.8,57.0,682,4.15,4.17,2.57
22637,0.27,Very Good,4,5,61.8,56.0,682,4.19,4.2,2.6
22638,0.27,Very Good,4,5,61.2,57.0,682,4.14,4.17,2.54
22639,0.27,Very Good,4,6,61.8,56.0,682,4.15,4.17,2.57
22640,0.3,Very Good,4,6,62.5,56.0,682,4.27,4.31,2.68
22641,0.27,Very Good,4,6,61.8,56.0,682,4.17,4.19,2.58
22642,0.27,Very Good,5,6,61.3,57.0,682,4.15,4.18,2.55
22643,0.27,Very Good,5,6,62.3,56.0,682,4.16,4.19,2.6
22644,0.23,Very Good,5,6,59.9,55.0,682,3.99,4.13,2.43
22645,0.4,Very Good,3,2,61.9,55.0,682,4.71,4.75,2.93
22646,0.37,Ideal,3,3,60.3,56.0,682,4.67,4.7,2.83
22647,0.33,Ideal,5,3,62.4,54.0,682,4.44,4.47,2.78
22648,0.31,Ideal,5,4,60.5,60.0,682,4.37,4.39,2.65
22649,0.42,Ideal,3,1,61.5,56.0,682,4.83,4.79,2.96
22650,0.32,Ideal,5,2,61.5,55.0,682,4.4,4.44,2.72
22651,0.3,Good,4,6,61.1,61.0,682,4.29,4.32,2.63
22652,0.38,Premium,1,3,62.4,56.0,682,4.65,4.58,2.88
22653,0.4,Good,5,2,64.2,56.0,682,4.66,4.69,3.0
22654,0.32,Very Good,4,5,63.2,52.0,683,4.38,4.39,2.77
22655,0.41,Ideal,1,3,61.5,55.0,683,4.79,4.83,2.96
22656,0.39,Ideal,3,1,62.0,55.0,683,4.69,4.73,2.92
22657,0.41,Ideal,2,2,61.2,56.0,683,4.77,4.81,2.93
22658,0.31,Premium,6,4,59.6,58.0,683,4.38,4.41,2.62
22659,0.31,Ideal,6,4,62.0,54.0,683,4.35,4.36,2.7
22660,0.31,Ideal,6,4,61.8,55.0,683,4.34,4.36,2.69
22661,0.31,Ideal,6,4,62.1,57.0,683,4.32,4.35,2.69
22662,0.31,Ideal,6,4,60.5,55.0,683,4.39,4.43,2.67
22663,0.41,Very Good,2,2,62.6,59.0,683,4.72,4.77,2.97
22664,0.41,Good,2,2,63.8,56.0,683,4.69,4.74,3.01
22665,0.41,Premium,6,1,62.3,58.0,683,4.74,4.77,2.96
22666,0.41,Premium,2,2,61.7,60.0,683,4.71,4.75,2.92
22667,0.41,Very Good,2,2,62.8,56.0,683,4.72,4.77,2.98
22668,0.41,Premium,5,1,60.0,59.0,683,4.78,4.82,2.88
22669,0.41,Premium,6,1,61.9,58.0,683,4.71,4.73,2.92
22670,0.41,Very Good,5,1,62.8,57.0,683,4.7,4.73,2.96
22671,0.41,Ideal,5,1,59.8,55.0,683,4.81,4.93,2.91
22672,0.41,Very Good,2,2,60.0,61.0,683,4.77,4.83,2.88
22673,0.41,Premium,5,1,61.3,59.0,683,4.8,4.85,2.96
22674,0.41,Very Good,5,1,61.3,57.0,683,4.79,4.83,2.95
22675,0.41,Ideal,2,2,61.2,57.0,683,4.76,4.78,2.92
22676,0.41,Ideal,5,1,60.7,57.0,683,4.81,4.85,2.93
22677,0.41,Premium,6,1,62.0,58.0,683,4.74,4.78,2.95
22678,0.41,Very Good,2,2,62.9,58.0,683,4.72,4.73,2.97
22679,0.41,Premium,6,1,62.3,58.0,683,4.73,4.77,2.96
22680,0.41,Good,2,2,63.3,56.0,683,4.71,4.74,2.99
22681,0.41,Ideal,6,1,62.3,57.0,683,4.75,4.78,2.97
22682,0.41,Ideal,6,1,62.7,55.0,683,4.72,4.75,2.97
22683,0.41,Very Good,5,1,62.9,58.0,683,4.72,4.75,2.98
22684,0.41,Very Good,5,1,61.9,55.0,683,4.77,4.8,2.96
22685,0.41,Very Good,2,2,62.9,55.0,683,4.75,4.82,3.01
22686,0.41,Ideal,2,2,62.6,55.0,683,4.77,4.79,2.99
22687,0.41,Very Good,5,1,62.9,58.0,683,4.74,4.77,2.99
22688,0.41,Premium,6,1,62.4,60.0,683,4.71,4.77,2.96
22689,0.41,Very Good,2,2,62.4,56.0,683,4.74,4.78,2.97
22690,0.41,Premium,2,2,62.0,59.0,683,4.78,4.8,2.97
22691,0.41,Premium,6,1,61.2,59.0,683,4.77,4.8,2.93
22692,0.41,Very Good,6,1,62.7,58.0,683,4.75,4.78,2.99
22693,0.41,Ideal,6,1,61.0,56.0,683,4.78,4.83,2.93
22694,0.41,Ideal,6,1,62.6,55.0,683,4.76,4.8,2.99
22695,0.41,Very Good,2,2,61.4,60.0,683,4.73,4.78,2.92
22696,0.41,Premium,2,2,60.9,60.0,683,4.79,4.83,2.93
22697,0.41,Premium,5,1,62.1,58.0,683,4.73,4.77,2.95
22698,0.41,Premium,2,2,60.5,58.0,683,4.81,4.85,2.92
22699,0.41,Ideal,5,1,61.9,57.0,683,4.76,4.8,2.96
22700,0.4,Very Good,5,2,59.8,61.0,684,4.76,4.81,2.86
22701,0.3,Ideal,4,5,62.2,55.0,684,4.29,4.33,2.68
22702,0.3,Ideal,4,5,62.3,54.0,684,4.32,4.35,2.7
22703,0.31,Ideal,3,3,61.1,55.0,684,4.39,4.41,2.69
22704,0.36,Ideal,4,3,62.0,54.0,684,4.58,4.61,2.85
22705,0.36,Ideal,2,2,61.4,56.0,684,4.56,4.59,2.81
22706,0.4,Ideal,5,2,63.2,56.0,684,4.66,4.71,2.96
22707,0.37,Good,2,2,64.0,55.0,684,4.57,4.53,2.91
22708,0.37,Very Good,2,2,63.2,57.0,684,4.58,4.54,2.88
22709,0.32,Premium,4,2,62.3,55.0,684,4.44,4.39,2.75
22710,0.37,Ideal,2,2,59.7,56.0,684,4.71,4.67,2.8
22711,0.32,Premium,4,2,60.0,59.0,684,4.45,4.42,2.66
22712,0.32,Premium,4,2,59.3,58.0,684,4.5,4.47,2.66
22713,0.32,Premium,4,2,62.7,57.0,684,4.4,4.37,2.75
22714,0.32,Premium,0,7,61.2,59.0,684,4.44,4.41,2.71
22715,0.32,Ideal,0,7,62.2,55.0,684,4.44,4.4,2.75
22716,0.32,Ideal,0,7,62.2,56.0,684,4.41,4.37,2.73
22717,0.31,Ideal,6,2,62.0,56.0,684,4.39,4.35,2.71
22718,0.31,Ideal,6,2,62.5,53.0,684,4.37,4.34,2.72
22719,0.31,Ideal,6,2,61.2,57.0,684,4.38,4.34,2.67
22720,0.31,Premium,6,2,60.6,59.0,684,4.39,4.35,2.65
22721,0.31,Ideal,6,2,61.8,57.0,684,4.37,4.33,2.69
22722,0.31,Good,6,2,63.8,57.0,684,4.33,4.29,2.75
22723,0.39,Premium,1,1,61.0,58.0,684,4.75,4.7,2.88
22724,0.32,Very Good,4,2,63.2,55.0,684,4.4,4.37,2.77
22725,0.44,Good,5,1,63.2,59.0,684,4.8,4.85,3.05
22726,0.3,Ideal,3,5,62.0,57.0,684,4.29,4.32,2.67
22727,0.3,Ideal,3,6,61.7,57.0,684,4.31,4.34,2.67
22728,0.3,Very Good,2,6,63.0,54.0,684,4.27,4.3,2.7
22729,0.3,Good,3,5,63.2,57.0,684,4.24,4.27,2.69
22730,0.36,Premium,5,3,62.5,58.0,684,4.52,4.57,2.84
22731,0.3,Very Good,3,5,63.0,57.0,684,4.28,4.32,2.71
22732,0.3,Very Good,3,5,62.3,59.0,684,4.25,4.29,2.66
22733,0.3,Very Good,3,5,61.8,59.0,684,4.22,4.26,2.62
22734,0.3,Premium,2,6,61.8,58.0,684,4.32,4.36,2.68
22735,0.3,Premium,3,5,62.0,60.0,684,4.25,4.33,2.66
22736,0.3,Very Good,3,5,62.7,56.0,684,4.24,4.31,2.68
22737,0.3,Very Good,3,5,61.3,58.0,684,4.28,4.34,2.64
22738,0.3,Good,3,5,63.3,57.0,684,4.23,4.27,2.69
22739,0.3,Premium,3,5,61.2,59.0,684,4.31,4.35,2.65
22740,0.3,Good,3,5,63.8,57.0,684,4.24,4.26,2.71
22741,0.3,Ideal,3,5,61.5,57.0,684,4.29,4.33,2.65
22742,0.3,Very Good,2,6,62.2,58.0,684,4.26,4.29,2.66
22743,0.3,Very Good,3,5,62.8,60.0,684,4.25,4.28,2.68
22744,0.3,Very Good,3,5,61.6,60.0,684,4.24,4.27,2.62
22745,0.3,Good,2,6,63.3,55.0,684,4.29,4.34,2.73
22746,0.3,Very Good,2,6,62.6,60.0,684,4.21,4.26,2.65
22747,0.3,Ideal,3,5,60.9,57.0,684,4.32,4.35,2.64
22748,0.3,Very Good,2,6,61.3,61.0,684,4.26,4.29,2.62
22749,0.3,Very Good,2,6,62.0,59.0,684,4.26,4.29,2.65
22750,0.3,Good,3,5,63.5,56.0,684,4.29,4.34,2.74
22751,0.39,Very Good,3,2,62.4,58.0,684,4.67,4.72,2.93
22752,0.3,Premium,3,5,62.6,58.0,684,4.27,4.29,2.68
22753,0.3,Very Good,3,5,60.6,58.0,684,4.35,4.36,2.64
22754,0.3,Ideal,3,5,61.1,57.0,684,4.32,4.35,2.65
22755,0.3,Very Good,2,6,63.0,56.0,684,4.24,4.27,2.68
22756,0.36,Ideal,5,3,61.7,57.0,684,4.55,4.59,2.82
22757,0.3,Good,2,6,63.3,60.0,684,4.22,4.25,2.68
22758,0.3,Premium,3,5,62.0,58.0,684,4.26,4.29,2.65
22759,0.3,Ideal,3,5,61.5,56.0,684,4.31,4.34,2.66
22760,0.3,Very Good,2,6,63.0,58.0,684,4.22,4.25,2.67
22761,0.3,Good,3,5,63.8,56.0,684,4.27,4.29,2.73
22762,0.3,Ideal,2,6,62.0,55.0,684,4.3,4.34,2.68
22763,0.3,Good,3,5,63.5,54.0,684,4.25,4.26,2.7
22764,0.3,Ideal,2,6,62.4,53.0,684,4.28,4.31,2.68
22765,0.3,Ideal,2,6,61.9,55.0,684,4.32,4.34,2.68
22766,0.39,Very Good,3,2,61.7,57.0,684,4.77,4.7,2.92
22767,0.3,Ideal,3,5,61.5,55.0,684,4.3,4.32,2.65
22768,0.3,Premium,3,5,61.2,58.0,684,4.32,4.34,2.65
22769,0.3,Good,3,5,63.6,57.0,684,4.26,4.3,2.72
22770,0.3,Very Good,3,5,62.1,59.0,684,4.23,4.27,2.64
22771,0.3,Very Good,3,5,61.3,57.0,684,4.29,4.33,2.64
22772,0.3,Premium,3,5,61.9,59.0,684,4.25,4.28,2.64
22773,0.3,Good,3,5,63.2,57.0,684,4.23,4.28,2.69
22774,0.3,Premium,3,5,61.0,60.0,684,4.3,4.32,2.63
22775,0.3,Very Good,2,6,62.5,59.0,684,4.26,4.29,2.67
22776,0.3,Premium,3,5,60.8,58.0,684,4.34,4.38,2.65
22777,0.3,Premium,3,5,62.2,59.0,684,4.28,4.31,2.67
22778,0.3,Good,5,5,63.2,59.0,684,4.27,4.28,2.7
22779,0.3,Good,2,6,63.4,55.0,684,4.28,4.3,2.72
22780,0.3,Very Good,3,5,62.9,55.0,684,4.3,4.32,2.71
22781,0.3,Premium,2,6,62.7,59.0,684,4.29,4.32,2.7
22782,0.3,Good,2,6,63.3,59.0,684,4.22,4.28,2.69
22783,0.3,Ideal,3,5,62.7,57.0,684,4.26,4.29,2.68
22784,0.3,Very Good,3,5,62.9,55.0,684,4.24,4.28,2.68
22785,0.3,Ideal,3,5,62.2,55.0,684,4.29,4.33,2.68
22786,0.3,Good,2,6,63.4,57.0,684,4.27,4.31,2.72
22787,0.3,Good,3,5,63.1,56.0,684,4.2,4.23,2.66
22788,0.3,Ideal,3,5,60.6,57.0,684,4.33,4.35,2.63
22789,0.3,Ideal,3,5,62.7,57.0,684,4.26,4.32,2.69
22790,0.3,Premium,2,6,62.3,58.0,684,4.29,4.32,2.68
22791,0.32,Very Good,3,6,60.6,57.0,685,4.46,4.48,2.71
22792,0.31,Very Good,5,1,61.2,61.0,435,4.36,4.37,2.67
22793,0.31,Good,1,3,63.1,54.0,435,4.31,4.34,2.73
22794,0.31,Good,2,2,63.6,57.0,435,4.28,4.31,2.73
22795,0.31,Very Good,2,2,62.9,56.0,435,4.27,4.31,2.7
22796,0.25,Very Good,4,4,61.2,59.0,435,4.02,4.05,2.47
22797,0.25,Premium,5,4,61.5,60.0,435,4.02,4.04,2.48
22798,0.31,Good,1,3,63.2,55.0,435,4.3,4.4,2.75
22799,0.31,Premium,1,3,61.1,58.0,435,4.36,4.38,2.67
22800,0.25,Premium,5,4,60.7,59.0,435,4.11,4.13,2.5
22801,0.31,Very Good,1,3,60.8,60.0,435,4.37,4.42,2.67
22802,0.31,Ideal,1,3,59.9,57.0,435,4.38,4.4,2.63
22803,0.31,Very Good,1,3,60.7,61.0,435,4.32,4.34,2.63
22804,0.31,Premium,1,3,59.9,60.0,435,4.41,4.44,2.65
22805,0.31,Very Good,2,2,61.7,59.0,435,4.36,4.39,2.7
22806,0.31,Premium,2,2,62.7,58.0,435,4.31,4.34,2.71
22807,0.31,Ideal,5,1,60.1,57.0,435,4.41,4.44,2.66
22808,0.31,Very Good,2,2,62.4,57.0,435,4.31,4.35,2.7
22809,0.31,Premium,1,3,62.3,60.0,435,4.31,4.32,2.69
22810,0.31,Premium,3,3,61.8,58.0,435,4.35,4.39,2.7
22811,0.31,Premium,5,1,60.9,60.0,435,4.35,4.38,2.66
22812,0.31,Very Good,2,2,61.0,61.0,435,4.33,4.39,2.66
22813,0.25,Good,4,4,63.6,57.0,435,4.01,4.04,2.56
22814,0.31,Very Good,2,2,62.8,58.0,435,4.28,4.32,2.7
22815,0.31,Premium,1,3,59.8,60.0,435,4.38,4.42,2.63
22816,0.31,Ideal,5,1,61.3,55.0,435,4.34,4.37,2.67
22817,0.31,Premium,1,3,60.8,58.0,435,4.34,4.37,2.65
22818,0.25,Very Good,5,3,63.3,56.0,436,4.01,4.05,2.55
22819,0.25,Very Good,4,4,62.1,58.0,436,4.0,4.05,2.5
22820,0.38,Very Good,4,3,61.3,57.0,685,4.67,4.7,2.87
22821,0.31,Ideal,5,4,61.9,54.4,685,4.33,4.37,2.69
22822,0.38,Ideal,5,2,62.1,55.0,685,4.64,4.67,2.89
